,cadastral_,shape
1537,71:11:020101:944,"MULTIPOLYGON (((4287888.51281531 7161525.81306837, 4288446.5776833 7161700.9401277, 4288598.72820752 7161155.67921551, 4288156.84115946 7161038.1133239, 4288014.14782397 7161251.96506583, 4287907.78648932 7161422.71418362, 4287831.53623855 7161453.12703839, 4287888.51281531 7161525.81306837)))"
1538,71:11:020101:936,"MULTIPOLYGON (((4290183.58528073 7161027.32733316, 4290178.39914739 7161002.59386117, 4290138.23234817 7160962.79085431, 4290032.05156764 7160957.59337885, 4290120.26692075 7161056.53768645, 4290162.07865919 7161050.83210546, 4290159.33754393 7161030.6321864, 4290183.58528073 7161027.32733316)))"
1539,71:11:020101:952,"MULTIPOLYGON (((4290234.45618238 7161158.28591947, 4290235.93528353 7161157.44678794, 4290235.11505899 7161155.96396836, 4290233.63569184 7161156.78610684, 4290234.45618238 7161158.28591947)))"
1540,71:28:010508:39,"MULTIPOLYGON (((4291547.60295805 7165159.51805187, 4291546.53006437 7165159.2630332, 4291544.43515667 7165168.3943155, 4291555.45138037 7165170.87190883, 4291555.64172771 7165170.03560906, 4291557.52958351 7165161.75789196, 4291547.60295805 7165159.51805187)))"
1541,71:11:020101:973,"MULTIPOLYGON (((4287317.88512103 7160858.14139784, 4287351.85201098 7160879.37454286, 4287539.75479798 7160919.56953838, 4287736.69846723 7160952.09142187, 4287932.99924557 7160984.60145434, 4288105.41700332 7161013.21004871, 4288176.45319598 7161033.23772032, 4288279.77456321 7161059.7673983, 4288457.34777975 7161110.18055026, 4288601.35195756 7161147.70092167, 4288747.9543393 7161155.79075876, 4288801.20689676 7160595.51247196, 4288837.72296402 7160378.26917736, 4288907.53535103 7160160.92119526, 4288943.69610279 7160002.01945601, 4288955.84129347 7159900.66311648, 4288726.38977732 7160004.4659656, 4288110.56392464 7160376.12419281, 4287649.66833535 7160650.90208579, 4287317.63603275 7160848.50836623, 4287317.88512103 7160858.14139784), (4288182.67480889 7160952.78179845, 4288179.28359387 7160950.59075461, 4288181.45650931 7160947.44677448, 4288184.83077074 7160949.63807892, 4288182.67480889 7160952.78179845), (4288523.84910009 7160441.42378661, 4288520.4582747 7160439.2500211, 4288522.88151569 7160435.8643271, 4288526.01780209 7160438.02504593, 4288523.84910009 7160441.42378661), (4288694.30109501 7160185.7535592, 4288691.16433813 7160183.55899415, 4288693.33316085 7160180.17730959, 4288696.72392146 7160182.35093024, 4288694.30109501 7160185.7535592), (4288353.13183417 7160697.10258312, 4288349.99522898 7160694.92473353, 4288352.16407475 7160691.52593111, 4288355.55889529 7160693.95471522, 4288353.13183417 7160697.10258312)))"
1542,71:11:020101:954,"MULTIPOLYGON (((4290071.66387389 7161147.33382851, 4290073.26565038 7161146.74775406, 4290072.66425318 7161145.15949885, 4290071.07943011 7161145.74530659, 4290071.66387389 7161147.33382851)))"
1543,71:11:020101:951,"MULTIPOLYGON (((4290228.33418252 7161182.07601589, 4290232.18256351 7161182.01544937, 4290232.14156937 7161179.39856098, 4290228.29318965 7161179.45912745, 4290228.33418252 7161182.07601589)))"
1544,71:11:020101:326,"MULTIPOLYGON (((4286769.24772221 7162086.1787339, 4286772.27585097 7162091.24906241, 4286777.38472436 7162088.17909737, 4286774.35685234 7162083.12576769, 4286769.24772221 7162086.1787339)))"
1545,71:11:020101:949,"MULTIPOLYGON (((4290240.45257883 7161171.94206449, 4290242.0543475 7161171.35595393, 4290241.45291458 7161169.76770699, 4290239.86809939 7161170.35355048, 4290240.45257883 7161171.94206449)))"
1546,71:11:020101:328,"MULTIPOLYGON (((4286560.04395214 7161736.26715911, 4286563.05485693 7161741.33760587, 4286568.16358764 7161738.26791308, 4286565.13598453 7161733.21472334, 4286560.04395214 7161736.26715911)))"
1547,71:11:020101:948,"MULTIPOLYGON (((4290190.11537812 7161176.86444501, 4290191.79826987 7161177.12691613, 4290192.06012965 7161175.44009707, 4290190.37723825 7161175.17762605, 4290190.11537812 7161176.86444501)))"
1548,71:28:010508:24,"MULTIPOLYGON (((4291498.87698603 7164350.36191191, 4291496.00586251 7164356.5289324, 4291474.68139961 7164609.48034662, 4291609.61710431 7164623.26678591, 4291614.90129759 7164629.13420416, 4291621.94719501 7164629.48116373, 4291624.15908816 7164632.03061859, 4291634.85446952 7164632.50651793, 4291639.96812142 7164624.39904009, 4291651.3641647 7164419.67471076, 4291650.59907474 7164419.56786518, 4291649.62097041 7164413.51303875, 4291641.87101144 7164412.61619511, 4291643.89212801 7164356.02920437, 4291621.14880158 7164353.17755723, 4291498.87698603 7164350.36191191)))"
1549,71:28:010508:116,"MULTIPOLYGON (((4291562.89506059 7165121.31853329, 4291573.50252661 7165122.62921532, 4291574.59934843 7165113.68391452, 4291563.99189425 7165112.37323534, 4291562.89506059 7165121.31853329)))"
1550,71:28:010508:53,"MULTIPOLYGON (((4291552.45263731 7165120.78746093, 4291551.49794381 7165129.06729274, 4291561.79822452 7165130.26384118, 4291562.78683055 7165121.98346718, 4291552.45263731 7165120.78746093)))"
1551,71:11:020101:48,"MULTIPOLYGON (((4287332.28482686 7161637.60965442, 4287316.80455048 7161621.15565151, 4287314.14884689 7161623.81413686, 4287329.64633737 7161640.28488383, 4287332.28482686 7161637.60965442)))"
1552,71:28:010508:73,"MULTIPOLYGON (((4291555.64172771 7165170.03560906, 4291565.56890713 7165172.30944434, 4291567.45648376 7165164.01472134, 4291557.52958351 7165161.75789196, 4291555.64172771 7165170.03560906)))"
1553,71:11:020101:52,"MULTIPOLYGON (((4287991.42295772 7161239.72144831, 4287993.59236738 7161236.33950213, 4287990.21803528 7161234.14803717, 4287988.02827341 7161237.30933425, 4287991.42295772 7161239.72144831)))"
1554,71:28:010508:338,"MULTIPOLYGON (((4291625.59893369 7164758.23223072, 4291647.31500204 7164760.42018904, 4291649.968656 7164735.17707426, 4291627.67220892 7164731.68901614, 4291625.59893369 7164758.23223072)))"
1555,71:28:010508:124,"MULTIPOLYGON (((4291530.33770482 7164699.16079671, 4291543.03911101 7164699.89399208, 4291543.61389917 7164692.26682373, 4291530.91250519 7164691.53362989, 4291530.33770482 7164699.16079671)))"
1556,71:28:010508:2,"MULTIPOLYGON (((4291427.39865521 7165042.5959291, 4291583.43580762 7165053.53141756, 4291615.49028216 7164791.58629889, 4291462.7745013 7164782.2314919, 4291447.07793195 7164962.12073144, 4291434.92937801 7164960.97044407, 4291427.39865521 7165042.5959291)))"
1557,71:28:010508:125,"MULTIPOLYGON (((4291547.25482996 7165208.24452855, 4291557.7229477 7165210.39073942, 4291559.77019502 7165200.39287802, 4291549.30209 7165198.24667247, 4291547.25482996 7165208.24452855)))"
1558,71:28:010508:18,"MULTIPOLYGON (((4291765.46740336 7164411.17456298, 4291744.78337554 7164410.8920311, 4291744.81163409 7164432.9966955, 4291744.82023699 7164454.93169458, 4291744.84884374 7164480.26724664, 4291767.06324781 7164480.76344953, 4291765.46740336 7164411.17456298)))"
1559,71:28:010508:5,"MULTIPOLYGON (((4291497.4627496 7164327.46334359, 4291690.99813609 7164332.25597839, 4291689.38729957 7164241.34614574, 4291502.12000077 7164247.65919973, 4291497.4627496 7164327.46334359)))"
1560,71:28:010508:80,"MULTIPOLYGON (((4291462.62370855 7164251.68792607, 4291466.01565647 7164251.6339999, 4291465.96185506 7164248.23414296, 4291462.56990859 7164248.28806907, 4291462.62370855 7164251.68792607)))"
1561,71:11:010301:337,"MULTIPOLYGON (((4291911.31274751 7164477.57900834, 4291951.498211 7164477.36283357, 4291956.7977316 7164474.57460446, 4291972.95596226 7164464.40332902, 4291975.75761649 7164459.22339013, 4291976.3773923 7164450.18436792, 4291970.26931133 7164450.12883654, 4291970.28264758 7164447.76506824, 4291960.50928892 7164447.64900869, 4291947.90439814 7164447.62914069, 4291925.89090172 7164446.96020534, 4291906.31539601 7164447.05149898, 4291907.78164253 7164474.21753303, 4291911.31274751 7164477.57900834)))"
1562,71:28:010508:131,"MULTIPOLYGON (((4291906.13309206 7164421.68449393, 4291925.32304318 7164421.88841982, 4291938.25175487 7164422.00517949, 4291967.45058458 7164422.20230276, 4291967.44545278 7164421.87930986, 4291978.36017974 7164421.2289664, 4291978.20120328 7164398.41225414, 4291971.53321131 7164398.3486588, 4291958.23249796 7164398.30590762, 4291947.94607883 7164397.92596053, 4291925.9050109 7164397.64855984, 4291912.47482751 7164397.99888664, 4291905.24931461 7164398.08016166, 4291906.13309206 7164421.68449393)))"
1563,71:28:010508:46,"MULTIPOLYGON (((4291571.01934507 7165101.88811898, 4291573.36754774 7165091.61351543, 4291562.96339074 7165089.2112605, 4291560.59821366 7165099.48612782, 4291571.01934507 7165101.88811898)))"
1564,71:28:010508:49,"MULTIPOLYGON (((4291562.78683055 7165121.98346718, 4291562.89506059 7165121.31853329, 4291563.99189425 7165112.37323534, 4291553.0629812 7165111.11867289, 4291551.85763513 7165120.71190051, 4291552.45263731 7165120.78746093, 4291562.78683055 7165121.98346718)))"
1565,71:28:010508:58,"MULTIPOLYGON (((4291595.21281326 7165117.96432903, 4291605.13966877 7165120.22109879, 4291607.01049959 7165111.94369226, 4291597.08365398 7165109.68692714, 4291595.21281326 7165117.96432903)))"
1566,71:28:010508:19,"MULTIPOLYGON (((4291773.32234934 7164323.51372293, 4291763.48615937 7164323.70449001, 4291767.34150734 7164396.70838781, 4291808.54440721 7164395.42248701, 4291804.77334405 7164326.68521016, 4291803.58085951 7164321.024976, 4291773.32234934 7164323.51372293)))"
1567,71:28:010508:17,"MULTIPOLYGON (((4291895.76805829 7164246.49019583, 4291874.23165947 7164246.98677155, 4291873.98365087 7164271.96899894, 4291873.80335153 7164293.73653217, 4291873.60219612 7164305.64231292, 4291873.68895887 7164314.31281432, 4291893.45577823 7164313.47038589, 4291893.36899382 7164304.79988581, 4291896.42527258 7164304.97217664, 4291895.76805829 7164246.49019583)))"
1568,71:28:010508:57,"MULTIPOLYGON (((4291569.32709483 7165155.72027648, 4291571.19797131 7165147.44284108, 4291561.27109088 7165145.18602096, 4291559.40020449 7165153.46345173, 4291569.32709483 7165155.72027648)))"
1569,71:28:010508:20,"MULTIPOLYGON (((4291744.78337554 7164410.8920311, 4291721.87973646 7164410.78083752, 4291723.64540203 7164470.77673751, 4291737.05657843 7164469.21974711, 4291737.0344732 7164479.59256774, 4291744.84342561 7164478.85599617, 4291744.82023699 7164454.93169458, 4291744.81163409 7164432.9966955, 4291744.78337554 7164410.8920311)))"
1570,71:28:010508:27,"MULTIPOLYGON (((4291571.19797131 7165147.44284108, 4291573.05161303 7165139.14868262, 4291563.12474253 7165136.89186712, 4291561.27109088 7165145.18602096, 4291571.19797131 7165147.44284108)))"
1571,71:28:010508:120,"MULTIPOLYGON (((4291853.03568812 7164395.03614568, 4291875.13757077 7164394.8706795, 4291874.63803133 7164370.88621116, 4291874.50738194 7164348.76634683, 4291874.48435488 7164345.17891741, 4291874.21541534 7164325.0337628, 4291863.80124183 7164325.1488558, 4291862.08393503 7164323.83295073, 4291852.33902331 7164324.43046258, 4291853.03568812 7164395.03614568)))"
1572,71:28:010508:92,"MULTIPOLYGON (((4291421.21993871 7164645.59726558, 4291428.5794717 7164646.46655113, 4291428.98415587 7164643.09324652, 4291421.62462598 7164642.22396169, 4291421.21993871 7164645.59726558)))"
1573,71:11:010301:296,"MULTIPOLYGON (((4291877.62524093 7164478.89861915, 4291885.91153825 7164479.37858553, 4291893.6222233 7164478.86448652, 4291893.56342263 7164476.22979592, 4291898.9636446 7164473.37198364, 4291897.55231572 7164414.40767958, 4291896.70471349 7164411.24146926, 4291894.52752538 7164408.74261981, 4291876.00660559 7164409.00405725, 4291876.00691894 7164410.09230249, 4291876.48488268 7164426.30642632, 4291877.24620951 7164452.88849824, 4291877.1197844 7164462.02166958, 4291877.32082592 7164467.20469127, 4291877.53733972 7164475.4992103, 4291877.62524093 7164478.89861915)))"
1574,71:28:010508:123,"MULTIPOLYGON (((4291551.38456877 7164787.65810418, 4291577.07762196 7164789.2218347, 4291578.8753822 7164761.33954684, 4291546.86141716 7164758.07389912, 4291545.74979471 7164776.79672238, 4291553.06450299 7164778.04072323, 4291551.38456877 7164787.65810418)))"
1575,71:28:010508:121,"MULTIPOLYGON (((4291706.93069461 7164343.15666332, 4291714.55996445 7164342.86509356, 4291714.14273873 7164331.53023719, 4291706.51321027 7164331.80480659, 4291706.93069461 7164343.15666332)))"
1576,71:11:010301:209,"MULTIPOLYGON (((4291908.22613321 7164396.45130621, 4291973.92851338 7164396.4229911, 4291980.85657665 7164396.83951415, 4291981.83605472 7164368.80152557, 4291908.55586442 7164371.28033932, 4291908.22613321 7164396.45130621)))"
1577,71:28:010508:127,"MULTIPOLYGON (((4291639.51498899 7164718.91708452, 4291655.26237616 7164720.23077412, 4291655.73343479 7164714.62877129, 4291640.10478376 7164713.31319323, 4291639.51498899 7164718.91708452)))"
1578,71:28:010508:342,"MULTIPOLYGON (((4291543.12196792 7164751.19549571, 4291546.91772089 7164706.99119599, 4291547.21413222 7164703.21147296, 4291547.42116256 7164700.21538191, 4291543.03911101 7164699.89399208, 4291530.33770482 7164699.16079671, 4291518.93312344 7164697.82880035, 4291514.77219997 7164677.18350134, 4291502.66017687 7164671.88369129, 4291466.76508629 7164664.54739797, 4291417.53788908 7164660.56866436, 4291412.22900357 7164657.42219251, 4291409.21222428 7164654.39233304, 4291408.12128234 7164673.3696284, 4291411.37861019 7164669.08375236, 4291415.81424827 7164667.4318455, 4291466.34907093 7164671.49183061, 4291465.88030156 7164677.24679457, 4291460.4421503 7164744.19513752, 4291524.55285142 7164749.53535389, 4291543.12196792 7164751.19549571)))"
1579,71:28:010508:55,"MULTIPOLYGON (((4291561.27109088 7165145.18602096, 4291563.12474253 7165136.89186712, 4291553.19814683 7165134.65204086, 4291551.32752361 7165142.94645997, 4291561.27109088 7165145.18602096)))"
1580,71:28:010508:59,"MULTIPOLYGON (((4291550.33029581 7165196.75082703, 4291559.59276736 7165198.83118623, 4291561.93832003 7165188.38644741, 4291552.67586015 7165186.30609361, 4291550.33029581 7165196.75082703)))"
1581,71:28:010508:37,"MULTIPOLYGON (((4291536.73584864 7165195.38558621, 4291534.48449358 7165205.35267088, 4291547.05075004 7165208.2137642, 4291549.30209 7165198.24667247, 4291536.73584864 7165195.38558621)))"
1582,71:28:010508:130,"MULTIPOLYGON (((4291532.05645591 7164673.77975043, 4291543.40662313 7164674.891531, 4291543.90279519 7164669.79930174, 4291532.55263523 7164668.68752254, 4291532.05645591 7164673.77975043)))"
1583,71:28:010508:84,"MULTIPOLYGON (((4291421.90309004 7164996.56514876, 4291428.45904305 7164997.02211806, 4291428.75632767 7164993.29326351, 4291422.20037775 7164992.83629464, 4291421.90309004 7164996.56514876)))"
1584,71:28:010508:30,"MULTIPOLYGON (((4291559.40020449 7165153.46345173, 4291561.27109088 7165145.18602096, 4291551.32752361 7165142.94645997, 4291549.47358897 7165151.22361627, 4291559.40020449 7165153.46345173)))"
1585,71:28:010508:122,"MULTIPOLYGON (((4291694.78846738 7164297.40602952, 4291697.33244122 7164297.36550962, 4291697.22409952 7164290.53176415, 4291694.68012787 7164290.57228398, 4291694.78846738 7164297.40602952)))"
1586,71:28:010508:22,"MULTIPOLYGON (((4291559.40020449 7165153.46345173, 4291549.47358897 7165151.22361627, 4291547.60295805 7165159.51805187, 4291557.52958351 7165161.75789196, 4291559.40020449 7165153.46345173)))"
1587,71:28:010508:26,"MULTIPOLYGON (((4291906.37124818 7164286.05845573, 4291904.42060234 7164286.07257347, 4291903.82157985 7164315.65152584, 4291906.28210844 7164315.69728814, 4291936.97436278 7164315.95571045, 4291979.72993445 7164316.32751164, 4291978.69383765 7164287.42079028, 4291977.05441034 7164287.80403813, 4291971.88491537 7164288.09060357, 4291959.51177471 7164287.69297676, 4291948.31912244 7164287.92262888, 4291926.19999216 7164286.9833387, 4291906.37124818 7164286.05845573)))"
1588,71:28:010508:141,"MULTIPOLYGON (((4291530.91250519 7164691.53362989, 4291543.61389917 7164692.26682373, 4291544.25733772 7164683.61830095, 4291531.55568843 7164682.86810861, 4291530.91250519 7164691.53362989)))"
1589,71:28:010508:21,"MULTIPOLYGON (((4291570.60715714 7165103.71425471, 4291560.68060115 7165101.47444692, 4291558.80972411 7165109.75183191, 4291568.73629 7165111.99164431, 4291570.60715714 7165103.71425471)))"
1590,71:28:010508:68,"MULTIPOLYGON (((4291557.52958351 7165161.75789196, 4291567.45648376 7165164.01472134, 4291569.32709483 7165155.72027648, 4291559.40020449 7165153.46345173, 4291557.52958351 7165161.75789196)))"
1591,71:28:010508:117,"MULTIPOLYGON (((4291561.79822452 7165130.26384118, 4291572.40570239 7165131.57452607, 4291573.50252661 7165122.62921532, 4291562.89506059 7165121.31853329, 4291562.78683055 7165121.98346718, 4291561.79822452 7165130.26384118)))"
1592,71:28:010508:69,"MULTIPOLYGON (((4291937.409964 7164344.44702881, 4291978.95457035 7164345.46730149, 4291979.72993445 7164316.32751164, 4291938.09560325 7164316.05684308, 4291937.409964 7164344.44702881)))"
1593,71:28:010508:6,"MULTIPOLYGON (((4291773.32234934 7164323.51372293, 4291773.20803805 7164317.37720278, 4291763.37212536 7164317.58496892, 4291763.48615937 7164323.70449001, 4291773.32234934 7164323.51372293)))"
1594,71:28:010508:139,"MULTIPOLYGON (((4291486.94212674 7165219.06712676, 4291512.29226603 7165210.67131785, 4291517.41790603 7165156.13798314, 4291491.16395791 7165151.36885768, 4291486.94212674 7165219.06712676)))"
1595,71:28:010508:337,"MULTIPOLYGON (((4291444.51183358 7165233.1251954, 4291486.94212674 7165219.06712676, 4291491.16395791 7165151.36885768, 4291492.99791533 7165121.46109868, 4291470.19617919 7165090.39770805, 4291459.76839091 7165085.4278846, 4291446.4047569 7165072.90333857, 4291380.98918462 7165068.89239027, 4291376.5017259 7165102.68529777, 4291449.69646904 7165107.23584877, 4291451.71731776 7165107.35677097, 4291444.51183358 7165233.1251954)))"
